id,code,nom,created_by,id_type_site,longitude,latitude, id_groupement, id_village,id_zone_sante,id_droit_propriete,id_milieu,id_accessibilite,date_identification,date_ouverture,blocked,axe,date_fermeture,zone,manager
39,DRC08004010106SS,TAMBI,Import,1,28.94528232,-1.23164902944,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
40,DRC08004010105SS,MUKENGWA,Import,1,28.79392356,-1.1579888714,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,F,NULL
41,DRC08008010500SS,KASHESHA,Import,1,28.9791345568,-0.98437,45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,Mweso-Pinga,NULL,F,P
42,DRC08004000203SS,KINIGI,Import,1,28.777084,-1.531,58,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,C,NULL
43,DRC08007000200SS,KATSIRU,Import,1,29.107959,-1.12124,24,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,Birambizo,NULL,G,P
44,DRC08007000500SS,NGOROBA,Import,1,29.16668,-1.02741,62,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,Birambizo,NULL,G,P
45,DRC08004010100SS,BIBWE,Import,1,28.8112768349,-1.11107468264,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,Mweso-Pinga,NULL,F,P
46,DRC08007000400SS,LUVE,Import,1,29.111154,-1.094974,43,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,Birambizo,NULL,G,P
47,DRC08004010104SS,MALEMO,Import,1,28.8776785574,-0.994990223209,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,Mweso-Pinga,NULL,F,P
48,DRC08007010400SS,KABINDI,Olivier,1,0,0,38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,Rubare-Bunagana,NULL,H,NULL
49,DRC08007000201SS,MUSHABABWE,Olivier,1,29.19487,1.12076,24,189,NULL,NULL,NULL,NULL,NULL,NULL,0,Birambizo,NULL,G,P
50,DRC08007000600SS,RUSHASHI,Olivier,1,29.20164,1.12507,71,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,Birambizo,NULL,G,P
51,DRC08004000204SS,KASENYI,Olivier,1,0,0,58,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,C,NULL
53,DRC08004020200SS,KATOYI,Olivier,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
54,MUHETO,MUHETO,Olivier,1,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
100,MUGUNGA 3,MUGUNGA 3
101,LUSHEBERE,LUSHEBERE
102,BIHITO,BIHITO
103,KALINGA,KALINGA
104,KILIMANI,KILIMANI
105,BUKOMBO,BUKOMBO
106,MUKOTO,MUKOTO
107,KAHE,KAHE
108,MUNGOTE,MUNGOTE
109,MUHANGA,MUHANGA
110,KALENGERA,KALENGERA
111,MPATI,MPATI
112,NYANGE,NYANGE
113,KIVUYE,KIVUYE
114,MWESO,MWESO
115,KASHUGA 1,KASHUGA 1
116,KASHUGA 2,KASHUGA 2
117,KALEMBE/REMBLAIS,KALEMBE/REMBLAIS
118,KALEMBE/KALONGE,KALEMBE/KALONGE
119,IBUGA,IBUGA
120,KIHONDO,KIHONDO
121,BAMBU,BAMBU
122,KASOKO,KASOKO
123,NYANZALE/MARCHE,NYANZALE/MARCHE
124,KIKUKU,KIKUKU
125,BWALANDA/KATWE,BWALANDA/KATWE
126,KYAHALA,KYAHALA
127,LUSULI,LUSULI
128,KASHALIRA,KASHALIRA
129,LUSHOHA,LUSHOHA
130,KIWANJA,KIWANJA
131,KANYARUCHINYA,KANYARUCHINYA
